Series Name,"Series Code","Country Name","Country Code","2018 [YR2018]"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","United Kingdom","GBR","3389.78836834"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","United States","USA","5338.81790143"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Upper middle income","UMC","297.753478112098"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Uruguay","URY","1165.41237952"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Uzbekistan","UZB","31.40143368"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Vanuatu","VUT","66.89699662"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Venezuela, RB","VEN","302.49633422"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Vietnam","VNM","67.91673632"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Virgin Islands (U.S.)","VIR","NA"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","West Bank and Gaza","PSE","NA"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","World","WLD","661.221565018228"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Yemen, Rep.","YEM","NA"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Zambia","ZMB","29.76423856"
Domestic general government health expenditure per capita (current US$),"SH.XPD.GHED.PC.CD","Zimbabwe","ZWE","45.32473722"
Number of under-five deaths,"SH.DTH.MORT","Afghanistan","AFG","74352"
Number of under-five deaths,"SH.DTH.MORT","Africa Eastern and Southern","AFE","1322835"
Number of under-five deaths,"SH.DTH.MORT","Africa Western and Central","AFW","1561212"
Number of under-five deaths,"SH.DTH.MORT","Albania","ALB","326"
Number of under-five deaths,"SH.DTH.MORT","Algeria","DZA","24277"
Number of under-five deaths,"SH.DTH.MORT","American Samoa","ASM","NA"
Number of under-five deaths,"SH.DTH.MORT","Andorra","AND","2"
Number of under-five deaths,"SH.DTH.MORT","Angola","AGO","94007"
Number of under-five deaths,"SH.DTH.MORT","Antigua and Barbuda","ATG","10"
Number of under-five deaths,"SH.DTH.MORT","Arab World","ARB","370562"
Number of under-five deaths,"SH.DTH.MORT","Argentina","ARG","7309"
Number of under-five deaths,"SH.DTH.MORT","Armenia","ARM","503"
Number of under-five deaths,"SH.DTH.MORT","Aruba","ABW","NA"
Number of under-five deaths,"SH.DTH.MORT","Australia","AUS","1187"
Number of under-five deaths,"SH.DTH.MORT","Austria","AUT","310"
Number of under-five deaths,"SH.DTH.MORT","Azerbaijan","AZE","3649"
Number of under-five deaths,"SH.DTH.MORT","Bahamas, The","BHS","70"
Number of under-five deaths,"SH.DTH.MORT","Bahrain","BHR","155"
Number of under-five deaths,"SH.DTH.MORT","Bangladesh","BGD","95256"
Number of under-five deaths,"SH.DTH.MORT","Barbados","BRB","40"
Number of under-five deaths,"SH.DTH.MORT","Belarus","BLR","380"
Number of under-five deaths,"SH.DTH.MORT","Belgium","BEL","520"
Number of under-five deaths,"SH.DTH.MORT","Belize","BLZ","102"
Number of under-five deaths,"SH.DTH.MORT","Benin","BEN","36737"
Number of under-five deaths,"SH.DTH.MORT","Bermuda","BMU","NA"
Number of under-five deaths,"SH.DTH.MORT","Bhutan","BTN","384"
Number of under-five deaths,"SH.DTH.MORT","Bolivia","BOL","6750"
Number of under-five deaths,"SH.DTH.MORT","Bosnia and Herzegovina","BIH","167"
Number of under-five deaths,"SH.DTH.MORT","Botswana","BWA","2630"
Number of under-five deaths,"SH.DTH.MORT","Brazil","BRA","44324"
Number of under-five deaths,"SH.DTH.MORT","British Virgin Islands","VGB","NA"
Number of under-five deaths,"SH.DTH.MORT","Brunei Darussalam","BRN","73"
Number of under-five deaths,"SH.DTH.MORT","Bulgaria","BGR","443"
Number of under-five deaths,"SH.DTH.MORT","Burkina Faso","BFA","66090"
Number of under-five deaths,"SH.DTH.MORT","Burundi","BDI","25101"
Number of under-five deaths,"SH.DTH.MORT","Cabo Verde","CPV","168"
Number of under-five deaths,"SH.DTH.MORT","Cambodia","KHM","10092"
Number of under-five deaths,"SH.DTH.MORT","Cameroon","CMR","67457"
Number of under-five deaths,"SH.DTH.MORT","Canada","CAN","1984"
Number of under-five deaths,"SH.DTH.MORT","Caribbean small states","CSS","2036"
Number of under-five deaths,"SH.DTH.MORT","Cayman Islands","CYM","NA"
Number of under-five deaths,"SH.DTH.MORT","Central African Republic","CAF","18182"
Number of under-five deaths,"SH.DTH.MORT","Central Europe and the Baltics","CEB","5087"
Number of under-five deaths,"SH.DTH.MORT","Chad","TCD","73875"
Number of under-five deaths,"SH.DTH.MORT","Channel Islands","CHI","NA"
Number of under-five deaths,"SH.DTH.MORT","Chile","CHL","1685"
Number of under-five deaths,"SH.DTH.MORT","China","CHN","145311"
Number of under-five deaths,"SH.DTH.MORT","Colombia","COL","10379"
Number of under-five deaths,"SH.DTH.MORT","Comoros","COM","1716"
Number of under-five deaths,"SH.DTH.MORT","Congo, Dem. Rep.","COD","291464"
Number of under-five deaths,"SH.DTH.MORT","Congo, Rep.","COG","8092"
Number of under-five deaths,"SH.DTH.MORT","Costa Rica","CRI","593"
Number of under-five deaths,"SH.DTH.MORT","Cote d'Ivoire","CIV","72475"
Number of under-five deaths,"SH.DTH.MORT","Croatia","HRV","176"
Number of under-five deaths,"SH.DTH.MORT","Cuba","CUB","625"
Number of under-five deaths,"SH.DTH.MORT","Curacao","CUW","NA"
Number of under-five deaths,"SH.DTH.MORT","Cyprus","CYP","36"
Number of under-five deaths,"SH.DTH.MORT","Czech Republic","CZE","347"
Number of under-five deaths,"SH.DTH.MORT","Denmark","DNK","236"
Number of under-five deaths,"SH.DTH.MORT","Djibouti","DJI","1225"
Number of under-five deaths,"SH.DTH.MORT","Dominica","DMA","33"
Number of under-five deaths,"SH.DTH.MORT","Dominican Republic","DOM","7196"
Number of under-five deaths,"SH.DTH.MORT","Early-demographic dividend","EAR","2311755"
Number of under-five deaths,"SH.DTH.MORT","East Asia & Pacific","EAS","460585"
Number of under-five deaths,"SH.DTH.MORT","East Asia & Pacific (excluding high income)","EAP","455125"
Number of under-five deaths,"SH.DTH.MORT","East Asia & Pacific (IDA & IBRD countries)","TEA","448723"
Number of under-five deaths,"SH.DTH.MORT","Ecuador","ECU","4654"
Number of under-five deaths,"SH.DTH.MORT","Egypt, Arab Rep.","EGY","54050"
Number of under-five deaths,"SH.DTH.MORT","El Salvador","SLV","1622"
Number of under-five deaths,"SH.DTH.MORT","Equatorial Guinea","GNQ","3528"
Number of under-five deaths,"SH.DTH.MORT","Eritrea","ERI","4428"
Number of under-five deaths,"SH.DTH.MORT","Estonia","EST","34"
Number of under-five deaths,"SH.DTH.MORT","Eswatini","SWZ","1566"
Number of under-five deaths,"SH.DTH.MORT","Ethiopia","ETH","183873"
Number of under-five deaths,"SH.DTH.MORT","Euro area","EMU","12098"
Number of under-five deaths,"SH.DTH.MORT","Europe & Central Asia","ECS","90878"
Number of under-five deaths,"SH.DTH.MORT","Europe & Central Asia (excluding high income)","ECA","71763"
Number of under-five deaths,"SH.DTH.MORT","Europe & Central Asia (IDA & IBRD countries)","TEC","73632"
Number of under-five deaths,"SH.DTH.MORT","European Union","EUU","17118"
Number of under-five deaths,"SH.DTH.MORT","Faroe Islands","FRO","NA"
Number of under-five deaths,"SH.DTH.MORT","Fiji","FJI","495"
Number of under-five deaths,"SH.DTH.MORT","Finland","FIN","124"
Number of under-five deaths,"SH.DTH.MORT","Fragile and conflict affected situations","FCS","2328298"
Number of under-five deaths,"SH.DTH.MORT","France","FRA","3181"
Number of under-five deaths,"SH.DTH.MORT","French Polynesia","PYF","NA"
Number of under-five deaths,"SH.DTH.MORT","Gabon","GAB","2882"
Number of under-five deaths,"SH.DTH.MORT","Gambia, The","GMB","4534"
Number of under-five deaths,"SH.DTH.MORT","Georgia","GEO","531"
Number of under-five deaths,"SH.DTH.MORT","Germany","DEU","2917"
Number of under-five deaths,"SH.DTH.MORT","Ghana","GHA","41557"
Number of under-five deaths,"SH.DTH.MORT","Gibraltar","GIB","NA"
Number of under-five deaths,"SH.DTH.MORT","Greece","GRC","351"
Number of under-five deaths,"SH.DTH.MORT","Greenland","GRL","NA"
Number of under-five deaths,"SH.DTH.MORT","Grenada","GRD","31"
Number of under-five deaths,"SH.DTH.MORT","Guam","GUM","NA"
Number of under-five deaths,"SH.DTH.MORT","Guatemala","GTM","10682"
Number of under-five deaths,"SH.DTH.MORT","Guinea","GIN","44151"
Number of under-five deaths,"SH.DTH.MORT","Guinea-Bissau","GNB","5324"
Number of under-five deaths,"SH.DTH.MORT","Guyana","GUY","471"
Number of under-five deaths,"SH.DTH.MORT","Haiti","HTI","17288"
Number of under-five deaths,"SH.DTH.MORT","Heavily indebted poor countries (HIPC)","HPC","1842647"
Number of under-five deaths,"SH.DTH.MORT","High income","HIC","62397"
Number of under-five deaths,"SH.DTH.MORT","Honduras","HND","3581"
Number of under-five deaths,"SH.DTH.MORT","Hong Kong SAR, China","HKG","NA"
Number of under-five deaths,"SH.DTH.MORT","Hungary","HUN","388"
Number of under-five deaths,"SH.DTH.MORT","IBRD only","IBD","NA"
Number of under-five deaths,"SH.DTH.MORT","Iceland","ISL","9"
Number of under-five deaths,"SH.DTH.MORT","IDA & IBRD total","IBT","5276746"
Number of under-five deaths,"SH.DTH.MORT","IDA blend","IDB","NA"
Number of under-five deaths,"SH.DTH.MORT","IDA only","IDX","NA"
Number of under-five deaths,"SH.DTH.MORT","IDA total","IDA","NA"
Number of under-five deaths,"SH.DTH.MORT","India","IND","876076"
Number of under-five deaths,"SH.DTH.MORT","Indonesia","IDN","119526"
Number of under-five deaths,"SH.DTH.MORT","Iran, Islamic Rep.","IRN","21157"
Number of under-five deaths,"SH.DTH.MORT","Iraq","IRQ","29803"
Number of under-five deaths,"SH.DTH.MORT","Ireland","IRL","209"
Number of under-five deaths,"SH.DTH.MORT","Isle of Man","IMN","NA"
Number of under-five deaths,"SH.DTH.MORT","Israel","ISR","628"
Number of under-five deaths,"SH.DTH.MORT","Italy","ITA","1482"
Number of under-five deaths,"SH.DTH.MORT","Jamaica","JAM","671"
Number of under-five deaths,"SH.DTH.MORT","Japan","JPN","2504"
Number of under-five deaths,"SH.DTH.MORT","Jordan","JOR","3460"
Number of under-five deaths,"SH.DTH.MORT","Kazakhstan","KAZ","3972"
Number of under-five deaths,"SH.DTH.MORT","Kenya","KEN","65037"
Number of under-five deaths,"SH.DTH.MORT","Kiribati","KIR","170"
Number of under-five deaths,"SH.DTH.MORT","Korea, Dem. People's Rep.","PRK","6415"
Number of under-five deaths,"SH.DTH.MORT","Korea, Rep.","KOR","1254"
Number of under-five deaths,"SH.DTH.MORT","Kosovo","XKX","NA"
Number of under-five deaths,"SH.DTH.MORT","Kuwait","KWT","507"
Number of under-five deaths,"SH.DTH.MORT","Kyrgyz Republic","KGZ","3002"
Number of under-five deaths,"SH.DTH.MORT","Lao PDR","LAO","7872"
Number of under-five deaths,"SH.DTH.MORT","Late-demographic dividend","LTE","310085"
Number of under-five deaths,"SH.DTH.MORT","Latin America & Caribbean","LCN","178859"
Number of under-five deaths,"SH.DTH.MORT","Latin America & Caribbean (excluding high income)","LAC","163499"
Number of under-five deaths,"SH.DTH.MORT","Latin America & the Caribbean (IDA & IBRD countries)","TLA","178124"
Number of under-five deaths,"SH.DTH.MORT","Latvia","LVA","88"
Number of under-five deaths,"SH.DTH.MORT","Least developed countries: UN classification","LDC","2007534"
Number of under-five deaths,"SH.DTH.MORT","Lebanon","LBN","861"
Number of under-five deaths,"SH.DTH.MORT","Lesotho","LSO","5092"
Number of under-five deaths,"SH.DTH.MORT","Liberia","LBR","12854"
Number of under-five deaths,"SH.DTH.MORT","Libya","LBY","1518"
Number of under-five deaths,"SH.DTH.MORT","Liechtenstein","LIE","NA"
Number of under-five deaths,"SH.DTH.MORT","Lithuania","LTU","118"
Number of under-five deaths,"SH.DTH.MORT","Low & middle income","LMY","5269121"
Number of under-five deaths,"SH.DTH.MORT","Low income","LIC","1512555"
Number of under-five deaths,"SH.DTH.MORT","Lower middle income","LMC","3334908"
Number of under-five deaths,"SH.DTH.MORT","Luxembourg","LUX","18"
Number of under-five deaths,"SH.DTH.MORT","Macao SAR, China","MAC","NA"
Number of under-five deaths,"SH.DTH.MORT","Madagascar","MDG","44838"
Number of under-five deaths,"SH.DTH.MORT","Malawi","MWI","26246"
Number of under-five deaths,"SH.DTH.MORT","Malaysia","MYS","4428"
Number of under-five deaths,"SH.DTH.MORT","Maldives","MDV","55"
Number of under-five deaths,"SH.DTH.MORT","Mali","MLI","74990"
Number of under-five deaths,"SH.DTH.MORT","Malta","MLT","28"
Number of under-five deaths,"SH.DTH.MORT","Marshall Islands","MHL","45"
Number of under-five deaths,"SH.DTH.MORT","Mauritania","MRT","10913"
Number of under-five deaths,"SH.DTH.MORT","Mauritius","MUS","200"
Number of under-five deaths,"SH.DTH.MORT","Mexico","MEX","32617"
Number of under-five deaths,"SH.DTH.MORT","Micronesia, Fed. Sts.","FSM","67"
Number of under-five deaths,"SH.DTH.MORT","Middle East & North Africa","MEA","227047"
Number of under-five deaths,"SH.DTH.MORT","Middle East & North Africa (excluding high income)","MNA","219235"
Number of under-five deaths,"SH.DTH.MORT","Middle East & North Africa (IDA & IBRD countries)","TMN","216745"
Number of under-five deaths,"SH.DTH.MORT","Middle income","MIC","3756566"
Number of under-five deaths,"SH.DTH.MORT","Moldova","MDA","623"
Number of under-five deaths,"SH.DTH.MORT","Monaco","MCO","2"
Number of under-five deaths,"SH.DTH.MORT","Mongolia","MNG","1284"
Number of under-five deaths,"SH.DTH.MORT","Montenegro","MNE","21"
Number of under-five deaths,"SH.DTH.MORT","Morocco","MAR","13934"
Number of under-five deaths,"SH.DTH.MORT","Mozambique","MOZ","81433"
Number of under-five deaths,"SH.DTH.MORT","Myanmar","MMR","43941"
Number of under-five deaths,"SH.DTH.MORT","Namibia","NAM","3052"
Number of under-five deaths,"SH.DTH.MORT","Nauru","NRU","9"
Number of under-five deaths,"SH.DTH.MORT","Nepal","NPL","17260"
Number of under-five deaths,"SH.DTH.MORT","Netherlands","NLD","703"
Number of under-five deaths,"SH.DTH.MORT","New Caledonia","NCL","NA"
Number of under-five deaths,"SH.DTH.MORT","New Zealand","NZL","301"
Number of under-five deaths,"SH.DTH.MORT","Nicaragua","NIC","2311"
Number of under-five deaths,"SH.DTH.MORT","Niger","NER","82367"
Number of under-five deaths,"SH.DTH.MORT","Nigeria","NGA","865781"
Number of under-five deaths,"SH.DTH.MORT","North America","NAC","27499"
Number of under-five deaths,"SH.DTH.MORT","North Macedonia","MKD","183"
Number of under-five deaths,"SH.DTH.MORT","Northern Mariana Islands","MNP","NA"
Number of under-five deaths,"SH.DTH.MORT","Norway","NOR","143"
Number of under-five deaths,"SH.DTH.MORT","Not classified","INX","NA"
Number of under-five deaths,"SH.DTH.MORT","OECD members","OED","111599"
Number of under-five deaths,"SH.DTH.MORT","Oman","OMN","1003"
Number of under-five deaths,"SH.DTH.MORT","Other small states","OSS","34677"
Number of under-five deaths,"SH.DTH.MORT","Pacific island small states","PSS","1570"
Number of under-five deaths,"SH.DTH.MORT","Pakistan","PAK","409549"
Number of under-five deaths,"SH.DTH.MORT","Palau","PLW","4"
Number of under-five deaths,"SH.DTH.MORT","Panama","PAN","1216"
Number of under-five deaths,"SH.DTH.MORT","Papua New Guinea","PNG","10755"
Number of under-five deaths,"SH.DTH.MORT","Paraguay","PRY","2874"
Number of under-five deaths,"SH.DTH.MORT","Peru","PER","7896"
Number of under-five deaths,"SH.DTH.MORT","Philippines","PHL","61476"
Number of under-five deaths,"SH.DTH.MORT","Poland","POL","1693"
Number of under-five deaths,"SH.DTH.MORT","Portugal","PRT","288"
Number of under-five deaths,"SH.DTH.MORT","Post-demographic dividend","PST","55006"
Number of under-five deaths,"SH.DTH.MORT","Pre-demographic dividend","PRE","2667311"
Number of under-five deaths,"SH.DTH.MORT","Puerto Rico","PRI","NA"
Number of under-five deaths,"SH.DTH.MORT","Qatar","QAT","171"
Number of under-five deaths,"SH.DTH.MORT","Romania","ROU","1416"
Number of under-five deaths,"SH.DTH.MORT","Russian Federation","RUS","11782"
Number of under-five deaths,"SH.DTH.MORT","Rwanda","RWA","16585"
Number of under-five deaths,"SH.DTH.MORT","Samoa","WSM","86"
Number of under-five deaths,"SH.DTH.MORT","San Marino","SMR","0"
Number of under-five deaths,"SH.DTH.MORT","Sao Tome and Principe","STP","120"
Number of under-five deaths,"SH.DTH.MORT","Saudi Arabia","SAU","4617"
Number of under-five deaths,"SH.DTH.MORT","Senegal","SEN","22463"
Number of under-five deaths,"SH.DTH.MORT","Serbia","SRB","484"
Number of under-five deaths,"SH.DTH.MORT","Seychelles","SYC","23"
Number of under-five deaths,"SH.DTH.MORT","Sierra Leone","SLE","29181"
Number of under-five deaths,"SH.DTH.MORT","Singapore","SGP","128"
Number of under-five deaths,"SH.DTH.MORT","Sint Maarten (Dutch part)","SXM","NA"
Number of under-five deaths,"SH.DTH.MORT","Slovak Republic","SVK","337"
Number of under-five deaths,"SH.DTH.MORT","Slovenia","SVN","47"
Number of under-five deaths,"SH.DTH.MORT","Small states","SST","38283"
Number of under-five deaths,"SH.DTH.MORT","Solomon Islands","SLB","432"
Number of under-five deaths,"SH.DTH.MORT","Somalia","SOM","73380"
Number of under-five deaths,"SH.DTH.MORT","South Africa","ZAF","40146"
Number of under-five deaths,"SH.DTH.MORT","South Asia","SAS","1475475"
Number of under-five deaths,"SH.DTH.MORT","South Asia (IDA & IBRD)","TSA","1475475"
Number of under-five deaths,"SH.DTH.MORT","South Sudan","SSD","37393"
Number of under-five deaths,"SH.DTH.MORT","Spain","ESP","1307"
Number of under-five deaths,"SH.DTH.MORT","Sri Lanka","LKA","2543"
Number of under-five deaths,"SH.DTH.MORT","St. Kitts and Nevis","KNA","11"
Number of under-five deaths,"SH.DTH.MORT","St. Lucia","LCA","51"
Number of under-five deaths,"SH.DTH.MORT","St. Martin (French part)","MAF","NA"
Number of under-five deaths,"SH.DTH.MORT","St. Vincent and the Grenadines","VCT","24"
Number of under-five deaths,"SH.DTH.MORT","Sub-Saharan Africa","SSF","2884047"
Number of under-five deaths,"SH.DTH.MORT","Sub-Saharan Africa (excluding high income)","SSA","2884024"
Number of under-five deaths,"SH.DTH.MORT","Sub-Saharan Africa (IDA & IBRD countries)","TSS","2884047"
Number of under-five deaths,"SH.DTH.MORT","Sudan","SDN","79319"
Number of under-five deaths,"SH.DTH.MORT","Suriname","SUR","199"
Number of under-five deaths,"SH.DTH.MORT","Sweden","SWE","321"
Number of under-five deaths,"SH.DTH.MORT","Switzerland","CHE","357"
Number of under-five deaths,"SH.DTH.MORT","Syrian Arab Republic","SYR","10182"
Number of under-five deaths,"SH.DTH.MORT","Tajikistan","TJK","9504"
Number of under-five deaths,"SH.DTH.MORT","Tanzania","TZA","104832"
Number of under-five deaths,"SH.DTH.MORT","Thailand","THA","6839"
Number of under-five deaths,"SH.DTH.MORT","Timor-Leste","TLS","1651"
Number of under-five deaths,"SH.DTH.MORT","Togo","TGO","17611"
Number of under-five deaths,"SH.DTH.MORT","Tonga","TON","30"
Number of under-five deaths,"SH.DTH.MORT","Trinidad and Tobago","TTO","323"
Number of under-five deaths,"SH.DTH.MORT","Tunisia","TUN","3479"
Number of under-five deaths,"SH.DTH.MORT","Turkey","TUR","14053"
Number of under-five deaths,"SH.DTH.MORT","Turkmenistan","TKM","5990"
Number of under-five deaths,"SH.DTH.MORT","Turks and Caicos Islands","TCA","NA"
Number of under-five deaths,"SH.DTH.MORT","Tuvalu","TUV","7"
Number of under-five deaths,"SH.DTH.MORT","Uganda","UGA","75588"
Number of under-five deaths,"SH.DTH.MORT","Ukraine","UKR","3735"
Number of under-five deaths,"SH.DTH.MORT","United Arab Emirates","ARE","703"
Number of under-five deaths,"SH.DTH.MORT","United Kingdom","GBR","3371"
Number of under-five deaths,"SH.DTH.MORT","United States","USA","25515"
Number of under-five deaths,"SH.DTH.MORT","Upper middle income","UMC","421658"
Number of under-five deaths,"SH.DTH.MORT","Uruguay","URY","349"
Number of under-five deaths,"SH.DTH.MORT","Uzbekistan","UZB","10999"
Number of under-five deaths,"SH.DTH.MORT","Vanuatu","VUT","225"
Number of under-five deaths,"SH.DTH.MORT","Venezuela, RB","VEN","12872"
Number of under-five deaths,"SH.DTH.MORT","Vietnam","VNM","33978"
Number of under-five deaths,"SH.DTH.MORT","Virgin Islands (U.S.)","VIR","NA"
Number of under-five deaths,"SH.DTH.MORT","West Bank and Gaza","PSE","2490"
Number of under-five deaths,"SH.DTH.MORT","World","WLD","5344393"
Number of under-five deaths,"SH.DTH.MORT","Yemen, Rep.","YEM","52799"
Number of under-five deaths,"SH.DTH.MORT","Zambia","ZMB","40118"
Number of under-five deaths,"SH.DTH.MORT","Zimbabwe","ZWE","24648"
"Population, total","SP.POP.TOTL","Afghanistan","AFG","37171922"
"Population, total","SP.POP.TOTL","Africa Eastern and Southern","AFE","643090131"
"Population, total","SP.POP.TOTL","Africa Western and Central","AFW","435229381"
"Population, total","SP.POP.TOTL","Albania","ALB","2866376"
"Population, total","SP.POP.TOTL","Algeria","DZA","42228415"
"Population, total","SP.POP.TOTL","American Samoa","ASM","55461"
"Population, total","SP.POP.TOTL","Andorra","AND","77008"
"Population, total","SP.POP.TOTL","Angola","AGO","30809787"
"Population, total","SP.POP.TOTL","Antigua and Barbuda","ATG","96282"
"Population, total","SP.POP.TOTL","Arab World","ARB","419851989"
"Population, total","SP.POP.TOTL","Argentina","ARG","44494502"
"Population, total","SP.POP.TOTL","Armenia","ARM","2951741"
"Population, total","SP.POP.TOTL","Aruba","ABW","105846"
"Population, total","SP.POP.TOTL","Australia","AUS","24982688"
"Population, total","SP.POP.TOTL","Austria","AUT","8840521"
"Population, total","SP.POP.TOTL","Azerbaijan","AZE","9939771"
"Population, total","SP.POP.TOTL","Bahamas, The","BHS","385635"
"Population, total","SP.POP.TOTL","Bahrain","BHR","1569440"
"Population, total","SP.POP.TOTL","Bangladesh","BGD","161376713"
"Population, total","SP.POP.TOTL","Barbados","BRB","286640"
"Population, total","SP.POP.TOTL","Belarus","BLR","9438785"
"Population, total","SP.POP.TOTL","Belgium","BEL","11427054"
"Population, total","SP.POP.TOTL","Belize","BLZ","383071"
"Population, total","SP.POP.TOTL","Benin","BEN","11485035"
"Population, total","SP.POP.TOTL","Bermuda","BMU","63919"
"Population, total","SP.POP.TOTL","Bhutan","BTN","754396"
"Population, total","SP.POP.TOTL","Bolivia","BOL","11353140"
"Population, total","SP.POP.TOTL","Bosnia and Herzegovina","BIH","3323929"
"Population, total","SP.POP.TOTL","Botswana","BWA","2254067"
"Population, total","SP.POP.TOTL","Brazil","BRA","209469320"
"Population, total","SP.POP.TOTL","British Virgin Islands","VGB","29795"
"Population, total","SP.POP.TOTL","Brunei Darussalam","BRN","428960"
"Population, total","SP.POP.TOTL","Bulgaria","BGR","7025037"
"Population, total","SP.POP.TOTL","Burkina Faso","BFA","19751466"
"Population, total","SP.POP.TOTL","Burundi","BDI","11175379"
"Population, total","SP.POP.TOTL","Cabo Verde","CPV","543764"
"Population, total","SP.POP.TOTL","Cambodia","KHM","16249795"
"Population, total","SP.POP.TOTL","Cameroon","CMR","25216261"
"Population, total","SP.POP.TOTL","Canada","CAN","37065084"
"Population, total","SP.POP.TOTL","Caribbean small states","CSS","7358929"
"Population, total","SP.POP.TOTL","Cayman Islands","CYM","64172"
"Population, total","SP.POP.TOTL","Central African Republic","CAF","4666375"
"Population, total","SP.POP.TOTL","Central Europe and the Baltics","CEB","102538451"
"Population, total","SP.POP.TOTL","Chad","TCD","15477727"
"Population, total","SP.POP.TOTL","Channel Islands","CHI","170496"
"Population, total","SP.POP.TOTL","Chile","CHL","18729166"
"Population, total","SP.POP.TOTL","China","CHN","1402760000"
"Population, total","SP.POP.TOTL","Colombia","COL","49661056"
"Population, total","SP.POP.TOTL","Comoros","COM","832322"
"Population, total","SP.POP.TOTL","Congo, Dem. Rep.","COD","84068092"
"Population, total","SP.POP.TOTL","Congo, Rep.","COG","5244363"
"Population, total","SP.POP.TOTL","Costa Rica","CRI","4999443"
"Population, total","SP.POP.TOTL","Cote d'Ivoire","CIV","25069226"
"Population, total","SP.POP.TOTL","Croatia","HRV","4087843"
"Population, total","SP.POP.TOTL","Cuba","CUB","11338146"
"Population, total","SP.POP.TOTL","Curacao","CUW","159336"
"Population, total","SP.POP.TOTL","Cyprus","CYP","1189262"
"Population, total","SP.POP.TOTL","Czech Republic","CZE","10629928"
"Population, total","SP.POP.TOTL","Denmark","DNK","5793636"
"Population, total","SP.POP.TOTL","Djibouti","DJI","958923"
"Population, total","SP.POP.TOTL","Dominica","DMA","71626"
"Population, total","SP.POP.TOTL","Dominican Republic","DOM","10627147"
"Population, total","SP.POP.TOTL","Early-demographic dividend","EAR","3248413593"
"Population, total","SP.POP.TOTL","East Asia & Pacific","EAS","2338201887"
"Population, total","SP.POP.TOTL","East Asia & Pacific (excluding high income)","EAP","2091680327"
"Population, total","SP.POP.TOTL","East Asia & Pacific (IDA & IBRD countries)","TEA","2066103849"
"Population, total","SP.POP.TOTL","Ecuador","ECU","17084359"
"Population, total","SP.POP.TOTL","Egypt, Arab Rep.","EGY","98423602"
"Population, total","SP.POP.TOTL","El Salvador","SLV","6420740"
"Population, total","SP.POP.TOTL","Equatorial Guinea","GNQ","1308966"
"Population, total","SP.POP.TOTL","Eritrea","ERI","NA"
"Population, total","SP.POP.TOTL","Estonia","EST","1321977"
"Population, total","SP.POP.TOTL","Eswatini","SWZ","1136274"
"Population, total","SP.POP.TOTL","Ethiopia","ETH","109224410"
"Population, total","SP.POP.TOTL","Euro area","EMU","341979171"
"Population, total","SP.POP.TOTL","Europe & Central Asia","ECS","918031055"
"Population, total","SP.POP.TOTL","Europe & Central Asia (excluding high income)","ECA","416880073"
"Population, total","SP.POP.TOTL","Europe & Central Asia (IDA & IBRD countries)","TEC","458942666"
"Population, total","SP.POP.TOTL","European Union","EUU","446915113"
"Population, total","SP.POP.TOTL","Faroe Islands","FRO","48497"
"Population, total","SP.POP.TOTL","Fiji","FJI","883490"
"Population, total","SP.POP.TOTL","Finland","FIN","5515525"
"Population, total","SP.POP.TOTL","Fragile and conflict affected situations","FCS","888488369"
"Population, total","SP.POP.TOTL","France","FRA","67101930"
"Population, total","SP.POP.TOTL","French Polynesia","PYF","277673"
"Population, total","SP.POP.TOTL","Gabon","GAB","2119275"
"Population, total","SP.POP.TOTL","Gambia, The","GMB","2280092"
"Population, total","SP.POP.TOTL","Georgia","GEO","3726549"
"Population, total","SP.POP.TOTL","Germany","DEU","82905782"
"Population, total","SP.POP.TOTL","Ghana","GHA","29767108"
"Population, total","SP.POP.TOTL","Gibraltar","GIB","33715"
"Population, total","SP.POP.TOTL","Greece","GRC","10732882"
"Population, total","SP.POP.TOTL","Greenland","GRL","56023"
"Population, total","SP.POP.TOTL","Grenada","GRD","111449"
"Population, total","SP.POP.TOTL","Guam","GUM","165770"
"Population, total","SP.POP.TOTL","Guatemala","GTM","16346950"
"Population, total","SP.POP.TOTL","Guinea","GIN","12414292"
"Population, total","SP.POP.TOTL","Guinea-Bissau","GNB","1874304"
"Population, total","SP.POP.TOTL","Guyana","GUY","779007"
"Population, total","SP.POP.TOTL","Haiti","HTI","11123183"
"Population, total","SP.POP.TOTL","Heavily indebted poor countries (HIPC)","HPC","780234453"
"Population, total","SP.POP.TOTL","High income","HIC","1205920193"
"Population, total","SP.POP.TOTL","Honduras","HND","9587523"
